
                                                                                                                           
                                                                                                                           
###########################################################################################################################
##                                                                                                                       ##
##  1. Basic Research: Buy/Sell Price in ACSBV3_ref_dataset.                                                             ##
##                                                                                                                       ##
###########################################################################################################################
2025-12-19 18:59:14                                                                                            0700C (v1.0)
                                                                                                                           

  +----------------------------------------------+---------+-----------+  
  |                                              |  Count  |   Ratio   |  
  +----------------------------------------------+---------+-----------+  
  |                                              |         |           |  
  |  ACSBV3_ref_dataset: Total Items             |  18318  |  100.00%  |  
  |                                              |         |           |  
  |  Dataset items with a Buy  Price             |  13097  |   71.50%  |  
  |  Dataset items with a Sell Price             |  13103  |   71.53%  |  
  |                                              |         |           |  
  |  Dataset items with both Buy and Sell Price  |  13096  |   71.49%  |  
  |  Dataset items without a Buy  or Sell Price  |   5214  |   28.46%  |  
  |                                              |         |           |  
  +----------------------------------------------+---------+-----------+  
                                                                          

<-------------------------------------------------------------------------------+-----------------------------------------------------+----------------+---------------------------------------------------->
 Group Information:                                                             | Buy Information:                                    |                | Sell Information:                                   
 +-----------+----------------+------+------+--------------+-------+----------+ | +---------------+---------------+-----------------+ |:--------------:| +-----------------+---------------+---------------+ 
 | Quality   | Slot Group     | iLvl | {lv} |   AVG Budget | Items |  Ratio % | | |  iLvl Ratio % |  Budget Ratio |       Buy Price | |     Ratio %    | |   Sell Price    |  Budget Ratio |  iLvl Ratio % | 
 +-----------+----------------+------+------+--------------+-------+----------+ | +---------------+---------------+-----------------+ |:--------------:| +-----------------+---------------+---------------+ 
 |           |                |      |      |              |       |          | | |               |               |                 | |                | |                 |               |               | 
 | Rare      | ANY            |  113 |  110 |    173.53214 | 13096 | 100.000% | | |      0.04010% |      0.06152% |      282061.733 | |     17.66900%  | |       49837.377 |      0.34820% |      0.22670% | 
 |           |                |      |      |              |       |          | | |               |               |                 | |                | |                 |               |               | 
 +-----------+----------------+------+------+--------------+-------+----------+ | +---------------+---------------+-----------------+ |:--------------:| +-----------------+---------------+---------------+ 
                                                                                |                                                     |                |                                                     
<-------------------------------------------------------------------------------+-----------------------------------------------------+----------------+---------------------------------------------------->

                                                                                                                           
                                                                                                                           
###########################################################################################################################
##                                                                                                                       ##
##  2. Basic Research: Buy/Sell Price in ACSBV3_ref_dataset. [GROUP BY Quality, slot_group]                              ##
##                                                                                                                       ##
###########################################################################################################################
2025-12-19 18:59:14                                                                                            0700C (v1.0)
                                                                                                                           

<-------------------------------------------------------------------------------+-----------------------------------------------------+----------------+---------------------------------------------------->
 Group Information:                                                             | Buy Information:                                    |                | Sell Information:                                   
 +-----------+----------------+------+------+--------------+-------+----------+ | +---------------+---------------+-----------------+ |:--------------:| +-----------------+---------------+---------------+ 
 | Quality   | Slot Group     | iLvl | {lv} |   AVG Budget | Items |  Ratio % | | |  iLvl Ratio % |  Budget Ratio |       Buy Price | |     Ratio %    | |   Sell Price    |  Budget Ratio |  iLvl Ratio % | 
 +-----------+----------------+------+------+--------------+-------+----------+ | +---------------+---------------+-----------------+ |:--------------:| +-----------------+---------------+---------------+ 
 |           |                |      |      |              |       |          | | |               |               |                 | |                | |                 |               |               | 
 | Rare      | Back           |  142 |  140 |    103.35000 |     1 |   0.008% | | |      0.08910% |      0.06482% |      159445.000 | |     20.00000%  | |       31889.000 |      0.32409% |      0.44530% | 
 | Rare      | Back           |  153 |  150 |     93.77500 |     4 |   0.031% | | |      0.09050% |      0.05548% |      169019.000 | |     20.00000%  | |       33803.250 |      0.27741% |      0.45260% | 
 | Rare      | Back           |  167 |  160 |    132.38333 |     3 |   0.023% | | |      0.08890% |      0.07046% |      187887.000 | |     20.00000%  | |       37577.333 |      0.35230% |      0.44440% | 
 | Rare      | Back           |  176 |  170 |    109.01667 |     3 |   0.023% | | |      0.09190% |      0.05693% |      191506.333 | |     20.00000%  | |       38300.667 |      0.28463% |      0.45950% | 
 | Rare      | Back           |  187 |  180 |    144.33333 |     9 |   0.069% | | |      0.09080% |      0.07009% |      205932.556 | |     20.00000%  | |       41186.111 |      0.35044% |      0.45400% | 
 | Rare      | Back           |  200 |  200 |    155.93750 |    12 |   0.092% | | |      0.08950% |      0.06979% |      223434.083 | |     20.00000%  | |       44686.500 |      0.34896% |      0.44760% | 
 | Rare      | Major-Armor    |   18 |   10 |     20.00000 |     1 |   0.008% | | |      0.71320% |      0.79239% |        2524.000 | |     19.96800%  | |         504.000 |      3.96825% |      3.57140% | 
 | Rare      | Major-Armor    |   25 |   20 |     35.00870 |    23 |   0.176% | | |      0.31890% |      0.44655% |        7839.826 | |     19.99400%  | |        1567.478 |      2.23344% |      1.59490% | 
 | Rare      | Major-Armor    |   35 |   30 |     48.91957 |    23 |   0.176% | | |      0.16060% |      0.22450% |       21790.348 | |     19.99800%  | |        4357.652 |      1.12261% |      0.80320% | 
 | Rare      | Major-Armor    |   44 |   40 |     59.30263 |    19 |   0.145% | | |      0.08790% |      0.11844% |       50068.474 | |     19.99900%  | |       10013.263 |      0.59224% |      0.43940% | 
 | Rare      | Major-Armor    |   55 |   50 |     84.69435 |    62 |   0.473% | | |      0.05310% |      0.08170% |      103666.258 | |     20.00000%  | |       20732.855 |      0.40850% |      0.26530% | 
 | Rare      | Major-Armor    |   62 |   60 |     90.38934 |   136 |   1.038% | | |      0.05260% |      0.07674% |      117791.662 | |     20.00000%  | |       23557.919 |      0.38369% |      0.26320% | 
 | Rare      | Major-Armor    |   71 |   70 |    115.95000 |     9 |   0.069% | | |      0.04290% |      0.07011% |      165392.444 | |     20.00000%  | |       33078.111 |      0.35053% |      0.21460% | 
 | Rare      | Major-Armor    |   86 |   80 |    109.89167 |    18 |   0.137% | | |      0.04740% |      0.06058% |      181403.833 | |     20.00000%  | |       36280.333 |      0.30290% |      0.23700% | 
 | Rare      | Major-Armor    |   93 |   90 |    161.85909 |    11 |   0.084% | | |      0.04510% |      0.07857% |      205996.273 | |     20.00000%  | |       41198.818 |      0.39287% |      0.22570% | 
 | Rare      | Major-Armor    |  105 |  100 |    141.09615 |    26 |   0.199% | | |      0.04800% |      0.06445% |      218939.154 | |     20.00000%  | |       43787.423 |      0.32223% |      0.23980% | 
 | Rare      | Major-Armor    |  115 |  110 |    165.63650 |   137 |   1.046% | | |      0.04890% |      0.07041% |      235236.037 | |     20.00000%  | |       47046.781 |      0.35207% |      0.24440% | 
 | Rare      | Major-Armor    |  133 |  130 |    212.38333 |     3 |   0.023% | | |      0.04960% |      0.07920% |      268164.333 | |     20.00000%  | |       53632.667 |      0.39600% |      0.24800% | 
 | Rare      | Major-Armor    |  144 |  140 |    206.10000 |     2 |   0.015% | | |      0.05390% |      0.07719% |      266986.500 | |     20.00000%  | |       53397.000 |      0.38598% |      0.26970% | 
 | Rare      | Major-Armor    |  154 |  150 |    223.97500 |     8 |   0.061% | | |      0.05080% |      0.07382% |      303412.000 | |     20.00000%  | |       60682.000 |      0.36910% |      0.25380% | 
 | Rare      | Major-Armor    |  166 |  160 |    367.95000 |    21 |   0.160% | | |      0.04780% |      0.10586% |      347565.905 | |     20.00000%  | |       69512.857 |      0.52933% |      0.23880% | 
 | Rare      | Major-Armor    |  174 |  170 |    371.85476 |    21 |   0.160% | | |      0.04740% |      0.10126% |      367224.524 | |     20.00000%  | |       73444.571 |      0.50631% |      0.23690% | 
 | Rare      | Major-Armor    |  186 |  180 |    415.37273 |    44 |   0.336% | | |      0.04750% |      0.10610% |      391487.341 | |     20.00000%  | |       78297.023 |      0.53051% |      0.23760% | 
 | Rare      | Major-Armor    |  200 |  200 |    411.56111 |    45 |   0.344% | | |      0.04890% |      0.10058% |      409187.533 | |     20.00000%  | |       81837.111 |      0.50290% |      0.24440% | 
 | Rare      | Minor-Armor    |   18 |   10 |     16.60000 |     3 |   0.023% | | |      1.08610% |      1.00161% |        1657.333 | |     19.97200%  | |         331.000 |      5.01511% |      5.43810% | 
 | Rare      | Minor-Armor    |   24 |   20 |     22.79697 |    33 |   0.252% | | |      0.56260% |      0.53441% |        4265.818 | |     19.99100%  | |         852.788 |      2.67323% |      2.81430% | 
 | Rare      | Minor-Armor    |   34 |   30 |     30.51667 |    30 |   0.229% | | |      0.27260% |      0.24467% |       12472.700 | |     19.99700%  | |        2494.133 |      1.22354% |      1.36320% | 
 | Rare      | Minor-Armor    |   44 |   40 |     42.95735 |    34 |   0.260% | | |      0.16960% |      0.16558% |       25942.941 | |     19.99900%  | |        5188.235 |      0.82798% |      0.84810% | 
 | Rare      | Minor-Armor    |   56 |   50 |     54.17766 |   141 |   1.077% | | |      0.08820% |      0.08537% |       63461.660 | |     19.99900%  | |       12691.936 |      0.42687% |      0.44120% | 
 | Rare      | Minor-Armor    |   62 |   60 |     59.40151 |   199 |   1.520% | | |      0.09690% |      0.09282% |       63993.683 | |     19.99900%  | |       12798.337 |      0.46413% |      0.48440% | 
 | Rare      | Minor-Armor    |   71 |   70 |     74.04783 |    23 |   0.176% | | |      0.07700% |      0.08031% |       92201.087 | |     20.00000%  | |       18439.870 |      0.40156% |      0.38500% | 
 | Rare      | Minor-Armor    |   86 |   80 |    101.10733 |    15 |   0.115% | | |      0.08280% |      0.09729% |      103925.800 | |     20.00000%  | |       20784.800 |      0.48645% |      0.41380% | 
 | Rare      | Minor-Armor    |   93 |   90 |     78.78684 |    38 |   0.290% | | |      0.08010% |      0.06782% |      116174.711 | |     20.00000%  | |       23234.553 |      0.33909% |      0.40030% | 
 | Rare      | Minor-Armor    |  105 |  100 |     85.28343 |    35 |   0.267% | | |      0.07920% |      0.06432% |      132595.229 | |     20.00000%  | |       26518.771 |      0.32160% |      0.39590% | 
 | Rare      | Minor-Armor    |  114 |  110 |    111.91434 |   166 |   1.268% | | |      0.08770% |      0.08607% |      130033.627 | |     20.59900%  | |       26785.458 |      0.41782% |      0.42560% | 
 | Rare      | Minor-Armor    |  135 |  130 |    148.51667 |     6 |   0.046% | | |      0.07820% |      0.08603% |      172641.500 | |     20.00000%  | |       34527.833 |      0.43014% |      0.39100% | 
 | Rare      | Minor-Armor    |  145 |  140 |    220.88333 |     3 |   0.023% | | |      0.08740% |      0.13308% |      165978.333 | |     20.00000%  | |       33195.333 |      0.66540% |      0.43680% | 
 | Rare      | Minor-Armor    |  157 |  150 |    196.28125 |    16 |   0.122% | | |      0.08170% |      0.10217% |      192111.500 | |     20.00000%  | |       38421.875 |      0.51086% |      0.40860% | 
 | Rare      | Minor-Armor    |  165 |  160 |    202.38500 |    20 |   0.153% | | |      0.08690% |      0.10662% |      189812.450 | |     20.00000%  | |       37962.100 |      0.53312% |      0.43460% | 
 | Rare      | Minor-Armor    |  174 |  170 |    226.54615 |    26 |   0.199% | | |      0.08300% |      0.10812% |      209527.269 | |     20.00000%  | |       41904.962 |      0.54062% |      0.41520% | 
 | Rare      | Minor-Armor    |  187 |  180 |    268.75000 |    80 |   0.611% | | |      0.08660% |      0.12444% |      215963.188 | |     20.00000%  | |       43192.213 |      0.62222% |      0.43290% | 
 | Rare      | Minor-Armor    |  200 |  200 |    265.06205 |    83 |   0.634% | | |      0.08560% |      0.11343% |      233672.747 | |     20.00000%  | |       46734.145 |      0.56717% |      0.42800% | 
 | Rare      | Moderate-Armor |   25 |   20 |     19.19000 |    10 |   0.076% | | |      0.44240% |      0.33960% |        5650.800 | |     19.99400%  | |        1129.800 |      1.69853% |      2.21280% | 
 | Rare      | Moderate-Armor |   34 |   30 |     33.07857 |    21 |   0.160% | | |      0.25470% |      0.24784% |       13346.952 | |     19.99600%  | |        2668.857 |      1.23943% |      1.27400% | 
 | Rare      | Moderate-Armor |   44 |   40 |     48.23000 |    25 |   0.191% | | |      0.13220% |      0.14490% |       33285.560 | |     19.99900%  | |        6656.680 |      0.72454% |      0.66100% | 
 | Rare      | Moderate-Armor |   55 |   50 |     69.87083 |    48 |   0.367% | | |      0.07250% |      0.09209% |       75869.917 | |     19.99900%  | |       15173.583 |      0.46048% |      0.36250% | 
 | Rare      | Moderate-Armor |   63 |   60 |     76.65372 |   121 |   0.924% | | |      0.07280% |      0.08854% |       86579.281 | |     19.99900%  | |       17315.422 |      0.44269% |      0.36380% | 
 | Rare      | Moderate-Armor |   72 |   70 |     68.57000 |    10 |   0.076% | | |      0.06750% |      0.06433% |      106589.900 | |     20.00000%  | |       21317.600 |      0.32166% |      0.33770% | 
 | Rare      | Moderate-Armor |   87 |   80 |     69.20500 |    10 |   0.076% | | |      0.06510% |      0.05175% |      133717.700 | |     20.00000%  | |       26743.200 |      0.25878% |      0.32530% | 
 | Rare      | Moderate-Armor |   94 |   90 |    144.86500 |     8 |   0.061% | | |      0.05840% |      0.08998% |      160991.625 | |     20.00000%  | |       32198.000 |      0.44992% |      0.29190% | 
 | Rare      | Moderate-Armor |  105 |  100 |    106.12737 |    19 |   0.145% | | |      0.06620% |      0.06693% |      158571.842 | |     20.00000%  | |       31713.947 |      0.33464% |      0.33110% | 
 | Rare      | Moderate-Armor |  115 |  110 |    149.10193 |   119 |   0.909% | | |      0.06460% |      0.08378% |      177972.294 | |     20.14900%  | |       35858.891 |      0.41580% |      0.32070% | 
 | Rare      | Moderate-Armor |  134 |  130 |    223.23333 |     3 |   0.023% | | |      0.06140% |      0.10222% |      218391.667 | |     20.00000%  | |       43678.000 |      0.51109% |      0.30680% | 
 | Rare      | Moderate-Armor |  144 |  140 |    174.86250 |     4 |   0.031% | | |      0.07470% |      0.09077% |      192647.250 | |     20.00000%  | |       38529.250 |      0.45384% |      0.37370% | 
 | Rare      | Moderate-Armor |  155 |  150 |    187.14583 |    12 |   0.092% | | |      0.06540% |      0.07893% |      237102.417 | |     20.00000%  | |       47420.083 |      0.39466% |      0.32690% | 
 | Rare      | Moderate-Armor |  166 |  160 |    182.64167 |     6 |   0.046% | | |      0.06910% |      0.07599% |      240334.667 | |     20.00000%  | |       48066.500 |      0.37998% |      0.34540% | 
 | Rare      | Moderate-Armor |  173 |  170 |    364.29231 |    13 |   0.099% | | |      0.05610% |      0.11814% |      308367.308 | |     20.00000%  | |       61672.923 |      0.59068% |      0.28050% | 
 | Rare      | Moderate-Armor |  187 |  180 |    352.56333 |    45 |   0.344% | | |      0.06330% |      0.11939% |      295292.067 | |     20.00000%  | |       59058.000 |      0.59698% |      0.31660% | 
 | Rare      | Moderate-Armor |  200 |  200 |    344.69535 |    43 |   0.328% | | |      0.06330% |      0.10904% |      316110.372 | |     20.00000%  | |       63221.744 |      0.54522% |      0.31630% | 
 | Rare      | Shield         |   23 |   20 |    111.99167 |     6 |   0.046% | | |      0.27730% |      1.35006% |        8295.333 | |     19.99700%  | |        1658.833 |      6.75123% |      1.38650% | 
 | Rare      | Shield         |   34 |   30 |    160.03000 |     5 |   0.038% | | |      0.12290% |      0.57834% |       27670.800 | |     19.99900%  | |        5533.800 |      2.89186% |      0.61440% | 
 | Rare      | Shield         |   44 |   40 |    227.10000 |     8 |   0.061% | | |      0.08750% |      0.45149% |       50299.750 | |     19.99900%  | |       10059.625 |      2.25754% |      0.43740% | 
 | Rare      | Shield         |   55 |   50 |    399.45714 |     7 |   0.053% | | |      0.04360% |      0.31699% |      126016.714 | |     20.00000%  | |       25203.000 |      1.58496% |      0.21820% | 
 | Rare      | Shield         |   62 |   60 |    439.89231 |    13 |   0.099% | | |      0.04110% |      0.29193% |      150686.539 | |     20.00000%  | |       30136.923 |      1.45965% |      0.20570% | 
 | Rare      | Shield         |   97 |   90 |    683.60000 |     1 |   0.008% | | |      0.04210% |      0.29680% |      230325.000 | |     20.00000%  | |       46065.000 |      1.48399% |      0.21060% | 
 | Rare      | Shield         |  105 |  100 |    734.40000 |     2 |   0.015% | | |      0.04260% |      0.29825% |      246238.000 | |     20.00000%  | |       49247.500 |      1.49124% |      0.21320% | 
 | Rare      | Shield         |  114 |  110 |    783.81429 |     7 |   0.053% | | |      0.04120% |      0.28336% |      276612.857 | |     20.00000%  | |       55322.143 |      1.41682% |      0.20610% | 
 | Rare      | Shield         |  130 |  130 |    890.80000 |     1 |   0.008% | | |      0.03980% |      0.27290% |      326416.000 | |     20.00000%  | |       65283.000 |      1.36452% |      0.19910% | 
 | Rare      | Shield         |  159 |  150 |   1295.61667 |     3 |   0.023% | | |      0.04320% |      0.35174% |      368348.333 | |     20.00000%  | |       73669.000 |      1.75870% |      0.21580% | 
 | Rare      | Shield         |  166 |  160 |   1371.65000 |     4 |   0.031% | | |      0.04320% |      0.35728% |      383915.000 | |     20.00000%  | |       76782.500 |      1.78641% |      0.21620% | 
 | Rare      | Shield         |  174 |  170 |   1426.65000 |     3 |   0.023% | | |      0.04100% |      0.33643% |      424054.667 | |     20.00000%  | |       84810.667 |      1.68216% |      0.20520% | 
 | Rare      | Shield         |  187 |  180 |   1511.47500 |     2 |   0.015% | | |      0.04210% |      0.34055% |      443832.000 | |     20.00000%  | |       88766.000 |      1.70276% |      0.21070% | 
 | Rare      | Shield         |  200 |  200 |   1558.65000 |     2 |   0.015% | | |      0.04140% |      0.32295% |      482632.500 | |     20.00000%  | |       96526.000 |      1.61475% |      0.20720% | 
 | Epic      | 1H-Weapon      |   44 |   40 |     38.38749 |     4 |   0.031% | | |      0.03640% |      0.03175% |      120903.250 | |     20.00000%  | |       24180.500 |      0.15875% |      0.18200% | 
 | Epic      | 1H-Weapon      |   54 |   50 |     40.69720 |     7 |   0.053% | | |      0.02220% |      0.01672% |      243430.000 | |     20.00000%  | |       48685.714 |      0.08359% |      0.11090% | 
 | Epic      | 1H-Weapon      |   66 |   60 |     53.87311 |    27 |   0.206% | | |      0.01830% |      0.01495% |      360403.148 | |     20.00000%  | |       72080.222 |      0.07474% |      0.09160% | 
 | Epic      | 1H-Weapon      |   74 |   70 |     70.88808 |    32 |   0.244% | | |      0.01880% |      0.01802% |      393483.438 | |     20.00000%  | |       78696.313 |      0.09008% |      0.09400% | 
 | Epic      | 1H-Weapon      |   84 |   80 |     77.48408 |    20 |   0.153% | | |      0.01900% |      0.01755% |      441615.650 | |     20.00000%  | |       88322.750 |      0.08773% |      0.09510% | 
 | Epic      | 1H-Weapon      |   90 |   90 |    105.10000 |     1 |   0.008% | | |      0.00660% |      0.00767% |     1370439.000 | |     20.00000%  | |      274087.000 |      0.03835% |      0.03280% | 
 | Epic      | 1H-Weapon      |  103 |  100 |     93.53362 |    27 |   0.206% | | |      0.00930% |      0.00844% |     1107852.296 | |     20.00000%  | |      221570.074 |      0.04221% |      0.04650% | 
 | Epic      | 1H-Weapon      |  115 |  110 |    119.99206 |    12 |   0.092% | | |      0.01960% |      0.02049% |      585653.083 | |     20.00000%  | |      117130.250 |      0.10244% |      0.09820% | 
 | Epic      | 1H-Weapon      |  124 |  120 |    106.83137 |    13 |   0.099% | | |      0.02000% |      0.01726% |      618876.615 | |     20.00000%  | |      123774.846 |      0.08631% |      0.10020% | 
 | Epic      | 1H-Weapon      |  134 |  130 |    131.36676 |    22 |   0.168% | | |      0.02010% |      0.01968% |      667352.682 | |     20.00000%  | |      133470.091 |      0.09842% |      0.10040% | 
 | Epic      | 1H-Weapon      |  141 |  140 |    135.80338 |    18 |   0.137% | | |      0.01980% |      0.01907% |      712151.833 | |     20.00000%  | |      142429.944 |      0.09535% |      0.09900% | 
 | Epic      | 1H-Weapon      |  153 |  150 |    133.17868 |    11 |   0.084% | | |      0.02030% |      0.01763% |      755551.364 | |     20.00000%  | |      151109.727 |      0.08813% |      0.10130% | 
 | Epic      | 1H-Weapon      |  164 |  160 |    136.60577 |     4 |   0.031% | | |      0.02050% |      0.01711% |      798482.250 | |     20.00000%  | |      159696.250 |      0.08554% |      0.10270% | 
 | Epic      | 1H-Weapon      |  200 |  200 |    268.60276 |    24 |   0.183% | | |      0.02060% |      0.02760% |      973106.083 | |     20.00000%  | |      194620.958 |      0.13801% |      0.10280% | 
 | Epic      | 1H-Weapon      |  216 |  210 |    369.55414 |    45 |   0.344% | | |      0.02040% |      0.03486% |     1060101.467 | |     20.00000%  | |      212019.978 |      0.17430% |      0.10190% | 
 | Epic      | 1H-Weapon      |  226 |  220 |    293.15600 |     6 |   0.046% | | |      0.02060% |      0.02671% |     1097627.167 | |     20.00000%  | |      219525.167 |      0.13354% |      0.10290% | 
 | Epic      | 1H-Weapon      |  233 |  230 |    454.18479 |    59 |   0.451% | | |      0.02070% |      0.04028% |     1127706.051 | |     20.00000%  | |      225540.814 |      0.20138% |      0.10330% | 
 | Epic      | 1H-Weapon      |  245 |  240 |    535.55625 |    42 |   0.321% | | |      0.02050% |      0.04479% |     1195725.167 | |     20.00000%  | |      239144.619 |      0.22395% |      0.10240% | 
 | Epic      | 1H-Weapon      |  255 |  250 |    610.25569 |    41 |   0.313% | | |      0.02060% |      0.04923% |     1239528.561 | |     20.00000%  | |      247905.317 |      0.24616% |      0.10290% | 
 | Epic      | 1H-Weapon      |  264 |  260 |    600.58636 |    25 |   0.191% | | |      0.02090% |      0.04750% |     1264498.560 | |     20.00000%  | |      252899.320 |      0.23748% |      0.10440% | 
 | Epic      | 1H-Weapon      |  274 |  270 |    685.06151 |    21 |   0.160% | | |      0.02090% |      0.05224% |     1311272.810 | |     20.00000%  | |      262254.095 |      0.26122% |      0.10450% | 
 | Epic      | 1H-Weapon      |  284 |  280 |    833.26058 |     5 |   0.038% | | |      0.02090% |      0.06135% |     1358304.800 | |     20.00000%  | |      271660.400 |      0.30673% |      0.10450% | 
 | Epic      | 2H-Weapon      |   44 |   40 |     43.69960 |     3 |   0.023% | | |      0.02760% |      0.02742% |      159369.333 | |     20.00000%  | |       31873.667 |      0.13710% |      0.13800% | 
 | Epic      | 2H-Weapon      |   55 |   50 |     51.84225 |     3 |   0.023% | | |      0.01760% |      0.01661% |      312083.000 | |     20.00000%  | |       62416.333 |      0.08306% |      0.08810% | 
 | Epic      | 2H-Weapon      |   65 |   60 |     80.45737 |    17 |   0.130% | | |      0.01520% |      0.01885% |      426877.765 | |     20.00000%  | |       85375.059 |      0.09424% |      0.07610% | 
 | Epic      | 2H-Weapon      |   73 |   70 |    109.00173 |    12 |   0.092% | | |      0.01490% |      0.02220% |      491003.500 | |     20.00000%  | |       98200.250 |      0.11100% |      0.07430% | 
 | Epic      | 2H-Weapon      |   83 |   80 |    135.35487 |     8 |   0.061% | | |      0.01500% |      0.02449% |      552648.750 | |     20.00000%  | |      110529.250 |      0.12246% |      0.07510% | 
 | Epic      | 2H-Weapon      |   90 |   90 |    155.20000 |     1 |   0.008% | | |      0.00520% |      0.00895% |     1733114.000 | |     20.00000%  | |      346622.000 |      0.04477% |      0.02600% | 
 | Epic      | 2H-Weapon      |  104 |  100 |    187.38636 |    12 |   0.092% | | |      0.01050% |      0.01893% |      989837.083 | |     20.00000%  | |      197967.083 |      0.09466% |      0.05250% | 
 | Epic      | 2H-Weapon      |  115 |  110 |    196.89298 |     3 |   0.023% | | |      0.01580% |      0.02706% |      727709.000 | |     20.00000%  | |      145541.667 |      0.13528% |      0.07900% | 
 | Epic      | 2H-Weapon      |  124 |  120 |    200.89592 |     8 |   0.061% | | |      0.01580% |      0.02556% |      785902.500 | |     20.00000%  | |      157180.250 |      0.12781% |      0.07890% | 
 | Epic      | 2H-Weapon      |  135 |  130 |    221.67242 |     6 |   0.046% | | |      0.01570% |      0.02579% |      859649.500 | |     20.00000%  | |      171929.333 |      0.12893% |      0.07850% | 
 | Epic      | 2H-Weapon      |  141 |  140 |    269.48635 |     4 |   0.031% | | |      0.01560% |      0.02978% |      904786.750 | |     20.00000%  | |      180957.000 |      0.14892% |      0.07790% | 
 | Epic      | 2H-Weapon      |  153 |  150 |    248.43929 |     2 |   0.015% | | |      0.01590% |      0.02589% |      959479.000 | |     20.00000%  | |      191895.500 |      0.12947% |      0.07970% | 
 | Epic      | 2H-Weapon      |  164 |  160 |    290.27647 |     1 |   0.008% | | |      0.01580% |      0.02795% |     1038554.000 | |     20.00000%  | |      207710.000 |      0.13975% |      0.07900% | 
 | Epic      | 2H-Weapon      |  200 |  200 |    461.19113 |     5 |   0.038% | | |      0.01650% |      0.03801% |     1213410.600 | |     20.00000%  | |      242681.600 |      0.19004% |      0.08240% | 
 | Epic      | 2H-Weapon      |  217 |  210 |    560.56639 |    15 |   0.115% | | |      0.01640% |      0.04235% |     1323743.333 | |     20.00000%  | |      264748.267 |      0.21174% |      0.08200% | 
 | Epic      | 2H-Weapon      |  226 |  220 |    546.14118 |     1 |   0.008% | | |      0.01720% |      0.04154% |     1314786.000 | |     20.00000%  | |      262957.000 |      0.20769% |      0.08590% | 
 | Epic      | 2H-Weapon      |  233 |  230 |    649.75218 |    16 |   0.122% | | |      0.01650% |      0.04599% |     1412861.938 | |     20.00000%  | |      282571.938 |      0.22994% |      0.08250% | 
 | Epic      | 2H-Weapon      |  245 |  240 |    718.86858 |    12 |   0.092% | | |      0.01630% |      0.04788% |     1501378.333 | |     20.00000%  | |      300275.250 |      0.23940% |      0.08160% | 
 | Epic      | 2H-Weapon      |  255 |  250 |    783.07089 |    16 |   0.122% | | |      0.01640% |      0.05037% |     1554687.938 | |     20.00000%  | |      310937.125 |      0.25184% |      0.08200% | 
 | Epic      | 2H-Weapon      |  264 |  260 |    788.95626 |     7 |   0.053% | | |      0.01650% |      0.04920% |     1603527.714 | |     20.00000%  | |      320705.143 |      0.24601% |      0.08230% | 
 | Epic      | 2H-Weapon      |  274 |  270 |    865.86361 |     6 |   0.046% | | |      0.01650% |      0.05208% |     1662531.000 | |     20.00000%  | |      332505.667 |      0.26041% |      0.08240% | 
 | Epic      | 2H-Weapon      |  284 |  280 |   1008.56667 |     2 |   0.015% | | |      0.01690% |      0.06005% |     1679629.000 | |     20.00000%  | |      335925.500 |      0.30024% |      0.08450% | 
 | Epic      | Ranged-Thrown  |  100 |  100 |    138.05455 |     1 |   0.008% | | |      0.12500% |      0.17257% |       80000.000 | |     25.00000%  | |       20000.000 |      0.69027% |      0.50000% | 
 | Epic      | Ranged-Thrown  |  115 |  110 |    140.26429 |     2 |   0.015% | | |      0.07840% |      0.09558% |      146756.000 | |     25.00000%  | |       36689.000 |      0.38231% |      0.31340% | 
 | Epic      | Ranged-Thrown  |  125 |  120 |    139.00000 |     1 |   0.008% | | |      0.08520% |      0.09472% |      146756.000 | |     25.00000%  | |       36689.000 |      0.37886% |      0.34070% | 
 | Epic      | Ranged-Thrown  |  134 |  130 |    167.55714 |     1 |   0.008% | | |      0.09210% |      0.11518% |      145472.000 | |     25.00000%  | |       36368.000 |      0.46073% |      0.36850% | 
 | Epic      | Ranged-Thrown  |  141 |  140 |    170.05714 |     1 |   0.008% | | |      0.09690% |      0.11690% |      145472.000 | |     25.00000%  | |       36368.000 |      0.46760% |      0.38770% | 
 | Epic      | Ranged-Thrown  |  154 |  150 |    174.45000 |     1 |   0.008% | | |      0.10590% |      0.11992% |      145472.000 | |     25.00000%  | |       36368.000 |      0.47968% |      0.42340% | 
 | Epic      | Ranged-Thrown  |  200 |  200 |    277.64091 |     1 |   0.008% | | |      0.07020% |      0.09742% |      284983.000 | |     25.00000%  | |       71245.000 |      0.38970% |      0.28070% | 
 | Epic      | Ranged-Thrown  |  213 |  210 |    286.81111 |     1 |   0.008% | | |      0.06660% |      0.08963% |      320008.000 | |     25.00000%  | |       80002.000 |      0.35850% |      0.26620% | 
 | Epic      | Ranged-Thrown  |  232 |  230 |    367.26217 |     3 |   0.023% | | |      0.07130% |      0.11287% |      325396.000 | |     25.00000%  | |       81348.667 |      0.45147% |      0.28520% | 
 | Epic      | Ranged-Thrown  |  251 |  250 |    434.74444 |     1 |   0.008% | | |      0.06760% |      0.11712% |      371197.000 | |     25.00000%  | |       92799.000 |      0.46848% |      0.27050% | 
 | Epic      | Ranged-Thrown  |  264 |  260 |    480.09722 |     2 |   0.015% | | |      0.07550% |      0.13731% |      349643.500 | |     25.00000%  | |       87410.500 |      0.54924% |      0.30200% | 
